시/도,시/군/구,기관명,주소,사회서비스형,시장형,취업알선형,시니어인턴십,공익활동
경기,안성시,대한노인회 경기 안성시지회,"우편번호:  (456-110)
주소:  경기 안성시 낙원동68-24번지
도로명주소:  경기도 안성시 장기로 109",0,0,1,0,0
경기,양주시,대한노인회 경기 양주시지회,"우편번호:  (114-39)
주소:  경기도 양주시 회정동 421-27 양주시노인회
도로명주소:  경기도 양주시 평화로 1569 (회정동)",0,0,1,0,0
경기,연천군,대한노인회 경기 연천군지회,"우편번호:  (486-800)
주소:  경기 연천군 연천읍
도로명주소:  경기도 연천군 연천읍 문화로 108번길 11 노인복지관 3층",0,0,1,0,0
경기,오산시,대한노인회 경기 오산시지회,"우편번호:  (181-09)
주소:  경기도 오산시 금암동 512 오산세교 종합복지관
도로명주소:  경기도 오산시 수청로 192 (금암동)",0,0,1,0,0
경기,용인시,대한노인회 경기 용인시 기흥구지회,"우편번호:  (169-59)
주소:  경기도 용인시 기흥구 신갈동 720
도로명주소:  경기도 용인시 기흥구 산양로 71 (신갈동)",0,0,1,0,0
경기,용인시,대한노인회 경기 용인시 수지구지회,"우편번호:  (168-35)
주소:  경기도 용인시 수지구 풍덕천동 720 수지구청,수지보건소
도로명주소:  경기도 용인시 수지구 포은대로 435 (풍덕천동)",0,0,1,0,0
경기,용인시,대한노인회 경기 용인시 처인구지회,"우편번호:  (170-19)
주소:  경기도 용인시 처인구 삼가동 556 용인시청
도로명주소:  경기도 용인시 처인구 중부대로 1199 (삼가동)",0,0,1,0,0
경기,의왕시,대한노인회 경기 의왕시지회,"우편번호:  (437-800)
주소:  경기 의왕시 고천동 100
도로명주소:  경기도 의왕시 문화공원로 47",0,0,1,0,0
경기,의정부시,대한노인회 경기 의정부시지회,"우편번호:  (480-840)
주소:  경기 의정부시 의정부1동 30-6
도로명주소:  경기도 의정부시 태평로74번길 23-11",0,0,1,0,0
경기,이천시,대한노인회 경기 이천시지회,"우편번호:  (173-75)
주소:  경기도 이천시 중리동 187
도로명주소:  경기도 이천시 남천로 31 (중리동)",0,0,1,0,0
경기,파주시,대한노인회 경기 파주시지회,"우편번호:  (109-34)
주소:  경기도 파주시 금릉동 428 파주노인복지회관
도로명주소:  경기도 파주시 가나무로 130 (금릉동)",0,0,1,0,0
경기,포천시,대한노인회 경기 포천시지회,"우편번호:  (487-803)
주소:  경기도 포천시 신읍동
도로명주소:  경기도 포천시신읍동 신읍길 26-12",0,0,1,0,0
경기,화성시,대한노인회 경기 화성시지회,"우편번호:  (185-95)
주소:  경기도 화성시 향남읍 발안리 187-1
도로명주소:  경기도 화성시 향남읍 발안만세길 51",0,0,1,0,0
경기,고양시,대한노인회 고양통합취업지원센터,"우편번호:  (412-825)
주소:  경기 고양시 덕양구행신2동
도로명주소:  경기도 고양시 덕양구행신동 무원로36번길 예일클리닉빌딩",0,0,1,0,0
경기,포천시,대한성공회 포천나눔의집,"우편번호:  (111-40)
주소: 
도로명주소:  경기도 포천시 신북면 중앙로207번길 23",,,,,
경기,고양시,덕양노인종합복지관,"우편번호:  (104-70)
주소:  경기도 고양시 덕양구 화정동 846 덕양노인종합복지회관
도로명주소:  경기도 고양시 덕양구 어울림로 49 (화정동)",1,1,0,0,1
경기,동두천시,동두천실버인력뱅크,"우편번호:  (483-030)
주소:  경기 동두천시 생연동 643-3
도로명주소:  경기도 동두천시 동두천로 264",1,0,0,0,1
경기,안산시,동산노인복지관,"우편번호:  (155-85)
주소:  경기도 안산시 상록구 사동 1584-1 안산동산교회복지문화센터
도로명주소:  경기도 안산시 상록구 석호공원로 8 (사동)",1,0,0,0,1
경기,수원시,버드내노인복지관,"우편번호:  (441-870)
주소:  경기 수원시 권선구 세류3동 483
도로명주소:  경기 수원시 권선구 권선로 564번길 36",1,0,0,0,1
경기,부천시,부천시니어클럽,"우편번호:  (420-822)
주소:  경기 부천시 원미구심곡2동
도로명주소:  경기도 부천시 원미구심곡동 부일로 406",0,1,1,0,1
경기,부천시,부천시소사노인복지관,"우편번호:  (422-800)
주소:  경기 부천시 경인옛로73 소사어울마당 3층
도로명주소:  경기도 부천시 경인옛로73 소사어울마당 3층",1,1,0,0,1
경기,부천시,부천시오정노인복지관,"우편번호:  (144-34)
주소:  경기도 부천시 오정동 129 오정어울마당
도로명주소:  경기도 부천시 성오로 172 (오정동)",0,1,0,0,1
경기,부천시,부천시원미노인복지관,"우편번호:  (145-66)
주소:  경기도 부천시 원미동 71 원미어울마당,경기도일자리재단
도로명주소:  경기도 부천시 부천로136번길 27 (원미동)",1,0,0,0,1
경기,부천시,부천의료복지사회적협동조합,"우편번호:  (145-72)
주소: 
도로명주소:  경기도 부천시 원미로97번길 31(원미동)",,,,,
경기,성남시,분당노인종합복지관,"우편번호:  (136-06)
주소:  경기도 성남시 분당구 정자동 253 분당노인종합복지관, 주택전시관
도로명주소:  경기도 성남시 분당구 불정로 50 (정자동)",1,1,0,0,1
경기,수원시,사)경기도실버자원봉사회,"우편번호:  (164-35)
주소:  경기 수원시 팔달구 화서동
도로명주소:  경기도 수원시 팔달구 화양로67번길 3 (화서동)",1,0,0,0,0
경기,의정부시,사단법인 고령사회고용진흥원 경기지사,"우편번호:  (116-73)
주소:  경기도 의정부시 의정부동 486-7 대정프라자
도로명주소:  경기도 의정부시 시민로 39 (의정부동)",0,0,0,1,0
경기,의정부시,사회단체한국교육복지문화진흥재단,"우편번호:  (116-73)
주소: 
도로명주소:  경기도 의정부시 시민로 39 (의정부동)",0,0,0,1,0
경기,고양시,사회적협동조합 별사탕학교,"우편번호:  (104-14)
주소: 
도로명주소:  경기도 고양시 일산동구 강석로 149 (마두동)",0,0,1,1,0
경기,부천시,사회적협동조합경기부천나눔지역자활센터,"우편번호:  (147-13)
주소: 
도로명주소:  경기도 부천시 경인로224번길 36 (심곡본동)",0,0,0,1,0
경기,성남시,상대원1동다목적복지회관,"우편번호:  (462-808)
주소:  경기 성남시 중원구상대원1동
도로명주소:  경기도 성남시 중원구상대원동 둔촌대로425번길",1,0,0,0,1
경기,안양시,새롬워크개발원 경기본부,"우편번호:  (139-23)
주소: 
도로명주소:  경기도 안양시 동안구 관악대로 103(비산동)",0,0,0,1,0
경기,수원시,서호노인복지관,"우편번호:  (164-09)
주소:  경기도 수원시 권선구 구운동 501 서호노인복지관
도로명주소:  경기도 수원시 권선구 구운로4번길 34 (구운동)",1,1,0,0,1
경기,성남시,성남시니어클럽,"우편번호:  (131-30)
주소:  경기도 성남시 수정구 산성동 2178 수정노인종합복지관
도로명주소:  경기도 성남시 수정구 수정남로268번길 28 (산성동)",1,1,0,0,1
경기,성남시,성남시분당시니어클럽,"우편번호:  (136-32)
주소:  경기도 성남시 분당구 구미동 138 오리경로당
도로명주소:  경기도 성남시 분당구 금곡로23번길 15-5 (구미동)",1,1,1,0,1
경기,성남시,성남시청,"우편번호:  (462-100)
주소:  경기 성남시 중원구 여수동
도로명주소:  경기도 성남시 중원구여수동 성남대로997번길 성남시청",1,0,0,0,0
경기,성남시,성남위례종합사회복지관,"우편번호:  (136-41)
주소: 
도로명주소:  경기도 성남시 수정구 위례광장로 311 (창곡동, 위례35단지)",0,0,0,0,0
경기,부천시,소사본종합사회복지관,"우편번호:  (147-54)
주소: 
도로명주소:  경기도 부천시 호현로489번길 50 (소사본동)",,,,,
경기,의정부시,송산노인종합복지관,"우편번호:  (480-862)
주소:  경기 의정부시민락동
도로명주소:  의정부시 용민로 99",1,0,0,0,1
경기,수원시,수원상공회의소,"우편번호:  (163-13)
주소: 
도로명주소:  경기도 수원시 장안구 수성로 311 (정자동)",0,0,0,0,0
경기,수원시,수원시니어클럽,"우편번호:  (164-35)
주소:  경기도 수원시 팔달구 화서동 277-2 실버센터
도로명주소:  경기도 수원시 팔달구 수성로182번길 85 (화서동)",1,1,0,0,1
경기,수원시,수원시밤밭노인복지관,"우편번호:  (440-824)
주소:  경기도 수원시 장안구 율전동 40-1
도로명주소:  경기도 수원시 장안구 상율로 53(율전동 40-1)",1,0,0,0,1
경기,성남시,수정노인종합복지관,"우편번호:  (131-30)
주소:  경기도 성남시 수정구 산성동 2178 수정노인종합복지관
도로명주소:  경기도 성남시 수정구 수정남로268번길 28 (산성동)",1,1,1,0,1
경기,성남시,수정중앙노인종합복지관,"우편번호:  (461-831)
주소:  경기 성남시 수정구 복정동 666번지
도로명주소:  경기 성남시 수정구 성남대로 1480번길 38",0,1,1,0,1
경기,시흥시,시흥시노인종합복지관,"우편번호:  (149-95)
주소:  경기도 시흥시 능곡동 765
도로명주소:  경기도 시흥시 장현능곡로 214 (능곡동)",1,1,0,0,1
경기,시흥시,시흥시니어클럽,"우편번호:  (149-67)
주소:  경기도 시흥시 월곶동 994-1 주영프라자
도로명주소:  경기도 시흥시 월곶중앙로30번길 4 (월곶동)",1,1,1,1,1
경기,시흥시,시흥실버인력뱅크,"우편번호:  (150-49)
주소:  경기도 시흥시 정왕동 2323-10 금강빌딩
도로명주소:  경기도 시흥시 오동마을로6번안길 34 (정왕동)",1,0,0,0,1
경기,의정부시,신곡노인종합복지관,"우편번호:  (480-072)
주소:  경기 의정부시 신곡2동
도로명주소:  경기도 의정부시 금신로 297번길 38",1,0,0,0,1
경기,안산시,안산시니어클럽,"우편번호:  (155-21)
주소:  경기도 안산시 상록구 팔곡일동 264-6 반월햇빛작은도서관
도로명주소:  경기도 안산시 상록구 남산평1길 10 (팔곡일동)",0,1,0,0,1
경기,안산시,안산시상록구노인복지관,"우편번호:  (153-00)
주소:  경기도 안산시 상록구 성포동 589
도로명주소:  경기도 안산시 상록구 고잔로 162 (성포동)",1,0,0,0,1
경기,안성시,안성맞춤시니어클럽,"우편번호:  (175-92)
주소: 
도로명주소:  경기도 안성시 안성맞춤대로 1042-1 (서인동)",1,1,1,0,1
경기,안성시,안성시노인복지관,"우편번호:  (175-91)
주소:  경기도 안성시 낙원동 68-24
도로명주소:  경기도 안성시 장기로 109 (낙원동)",1,0,0,0,1
경기,안성시,안성시동부무한돌봄네트워크팀,"우편번호:  (175-93)
주소: 
도로명주소:  경기도 안성시 장기1길 62 (성남동)",,,,,
경기,안성시,안성시서부무한돌봄네트워크팀,"우편번호:  (175-62)
주소: 
도로명주소:  경기도 안성시 공도읍 승두길 46",,,,,
경기,안양시,안양과천상공회의소,"우편번호:  (140-92)
주소: 
도로명주소:  경기도 안양시 만안구 안양로 133 (안양동)",0,0,0,0,0
경기,안양시,안양시 동안구청,"우편번호:  (140-47)
주소:  경기도 안양시 동안구 비산동 1111 동안구청
도로명주소:  경기도 안양시 동안구 동안로 158 (비산동)",,,,,
경기,안양시,안양시 만안구청,"우편번호:  (140-34)
주소:  경기도 안양시 만안구 안양동 530 만안구청
도로명주소:  경기도 안양시 만안구 안양로 128 (안양동)",,,,,
경기,안양시,안양시노인종합복지관,"우편번호:  (140-81)
주소:  경기도 안양시 동안구 호계동 314-3 안양시노인종합복지관
도로명주소:  경기도 안양시 동안구 경수대로665번길 74-30 (호계동)",1,0,1,0,1
경기,안양시,안양시니어클럽,"우편번호:  (141-20)
주소:  경기도 안양시 동안구 호계동 970-12 구군포경로당
도로명주소:  경기도 안양시 동안구 흥안대로94번길 23 (호계동)",1,1,0,0,1
경기,안양시,안양시부흥종합사회복지관,"우편번호:  (140-44)
주소: 
도로명주소:  경기도 안양시 동안구 달안로 39(비산동, 관악주공아파트)",,,,,
경기,안양시,안양실버인력뱅크(안양시노인종합복지관),"우편번호:  (140-81)
주소:  경기도 안양시 동안구 호계동 314-3 안양시노인종합복지관
도로명주소:  경기도 안양시 동안구 경수대로665번길 74-30 (호계동)",1,0,1,0,1
경기,양주시,양주YMCA,"우편번호:  (114-96)
주소: 
도로명주소:  경기도 양주시 평화로 919 (남방동)",1,0,0,0,1
경기,양주시,양주시 회천노인복지관 양주실버인력뱅크,"우편번호:  (114-51)
주소: 
도로명주소:  경기도 양주시 화합로1426번길 90 (덕정동)",1,1,1,0,1
경기,양평군,양평군노인복지관부설실버인력뱅크,"우편번호:  (125-55)
주소:  경기도 양평군 양평읍 양근리 272-2
도로명주소:  경기도 양평군 양평읍 양평대교길4번길 5",1,0,0,0,1
경기,양평군,양평군종합사회복지관,"우편번호:  (476-843)
주소:  경기 양평군 용문면 다문리
도로명주소:  경기도 양평군 용문면 용문역길 67",0,1,0,0,1
경기,양평군,양평군청 지역돌봄과,"우편번호:  (125-46)
주소:  경기도 양평군 양평읍 양근리 533-1 양평군보건소
도로명주소:  경기도 양평군 양평읍 마유산로 17",1,1,0,0,1
경기,양평군,양평사랑나눔봉사단,"우편번호:  (476-845)
주소:  경기 양평군용문면 다문5리
도로명주소:  경기도 양평군용문면 용문로",1,0,0,0,1
경기,양평군,양평행복만들기사회봉사단,"우편번호:  (476-821)
주소:  경기 양평군양서면 국수리
도로명주소:  경기 양평군 양서면 복개길5번길",0,0,1,0,1
경기,여주시,여주시니어클럽,"우편번호:  (126-38)
주소:  경기도 여주시 현암동 224
도로명주소:  경기도 여주시 강변북로 128 (현암동)",1,1,0,0,1
경기,여주시,여주시청 사회복지과,"우편번호:  (126-19)
주소:  경기도 여주시 홍문동 4 여주시청
도로명주소:  경기도 여주시 세종로 1 (홍문동)",1,0,0,0,1
경기,여주시,여주실버인력뱅크,"우편번호:  (469-101)
주소:  경기 여주군 상동 352
도로명주소:  경기도 여주시 여흥로 160번길 27",0,1,0,0,1
경기,연천군,연천군노인복지관 실버인력뱅크,"우편번호:  (110-12)
주소:  경기도 연천군 연천읍 옥산리 874 연천군 노인복지관
도로명주소:  경기도 연천군 연천읍 문화로108번길 11",1,1,0,0,1
경기,연천군,연천군청,"우편번호:  (110-17)
주소:  경기도 연천군 연천읍 차탄리 290-1 연천군청
도로명주소:  경기도 연천군 연천읍 연천로 220",,,,,
경기,수원시,영통종합사회복지관,"우편번호:  (167-05)
주소:  경기도 수원시 영통구 영통동 1012-5 영통종합사회복지관
도로명주소:  경기도 수원시 영통구 반달로 45 (영통동)",1,0,0,0,1
경기,오산시,오산노인복지센터,"우편번호:  (181-30)
주소:  경기도 오산시 오산동 609-54 보성보습학원
도로명주소:  경기도 오산시 성호대로 38 (오산동)",,,,,
경기,오산시,오산노인종합복지관,"우편번호:  (181-09)
주소:  경기도 오산시 금암동 512 오산세교 종합복지관
도로명주소:  경기도 오산시 수청로 192(금암동)",,,,,
경기,오산시,오산시니어클럽,"우편번호:  (181-12)
주소: 
도로명주소:  경기도 오산시 경기대로 648(내삼미동)",,,,,
경기,용인시,용인시 기흥구청,"우편번호:  (446-569)
주소:  경기 용인시 기흥구구갈동
도로명주소:  경기 용인시 기흥구 관곡로 95(구갈동 355)",,,,,
경기,용인시,용인시 수지구청,"우편번호:  (168-35)
주소:  경기도 용인시 수지구 풍덕천동 720 수지구청,수지보건소
도로명주소:  경기도 용인시 수지구 포은대로 435 (풍덕천동)",,,,,
경기,용인시,용인시 처인구청,"우편번호:  (170-49)
주소:  경기 용인시 처인구 금령로50
도로명주소:  경기 용인시 처인구 금령로50",,,,,
경기,용인시,용인시기흥노인복지관,"우편번호:  (169-59)
주소:  경기도 용인시 기흥구 신갈동 720
도로명주소:  경기도 용인시 기흥구 산양로 71 (신갈동)",,,,,
경기,용인시,용인시니어클럽,"우편번호:  (170-62)
주소:  경기도 용인시 처인구 김량장동 353-15 용인시니어클럽
도로명주소:  경기도 용인시 처인구 중부대로1424번길 11-16 (김량장동)",,,,,
경기,용인시,용인시수지노인복지관,"우편번호:  (168-35)
주소:  경기도 용인시 수지구 풍덕천동 720 수지구청,수지보건소
도로명주소:  경기도 용인시 수지구 포은대로 435 (풍덕천동)",,,,,
경기,용인시,용인시처인노인복지관,"우편번호:  (170-19)
주소:  경기도 용인시 처인구 삼가동 556 용인시청
도로명주소:  경기도 용인시 처인구 중부대로 1199 (삼가동)",,,,,
경기,용인시,용인종합사회복지관,"우편번호:  (171-31)
주소:  경기도 용인시 처인구 이동읍 천리 97-1 용인복지센타
도로명주소:  경기도 용인시 처인구 이동읍 이원로 69-8",,,,,
경기,용인시,용인지역자활센터,"우편번호:  (170-19)
주소:  경기도 용인시 처인구 삼가동 557-1 용인지역자활및학교밖청소년지원복합센터
도로명주소:  경기도 용인시 처인구 중부대로1161번길 69-2 (삼가동)",,,,,
경기,수원시,우만종합사회복지관,"우편번호:  (162-30)
주소: 
도로명주소:  경기도 수원시 팔달구 창룡대로210번길 13 (우만동, 주공3단지아파트)",,,,,
경기,의왕시,의왕시니어클럽,"우편번호:  (437-828)
주소:  경기 의왕시 청계동
도로명주소:  경기도 의왕시 백운로 584 2층",,,,,
경기,의왕시,의왕시사랑채노인복지관,"우편번호:  (160-27)
주소:  경기도 의왕시 내손동 849-2 내손2동주민센터
도로명주소:  경기도 의왕시 복지로 109 (내손동)",,,,,
경기,의왕시,의왕시아름채노인복지관,"우편번호:  (437-701)
주소:  경기 의왕시 고천동 100번지
도로명주소:  16077) 경기도 의왕시 문화공원로 47",,,,,
경기,의정부시,의정부노인종합복지관,"우편번호:  (480-850)
주소:  경기 의정부시의정부2동
도로명주소:  경기도 의정부시 경의로85번길 16-12",,,,,
경기,의정부시,의정부시니어클럽,"우편번호:  (480-070)
주소:  경기 의정부시 신곡동 669-4번지 1층
도로명주소:  경기도 의정부시 신곡동 장곡로 476(신곡동)",,,,,
경기,의정부시,의정부실버인력뱅크,"우편번호:  (480-850)
주소:  경기 의정부시의정부2동
도로명주소:  경기도 의정부시의정부동 경의로85번길",,,,,
경기,이천시,이천상공회의소,"우편번호:  (173-80)
주소: 
도로명주소:  경기도 이천시 이섭대천로 1119 (증일동)",,,,,
경기,이천시,이천시노인종합복지관,"우편번호:  (173-75)
주소:  경기도 이천시 중리동 187
도로명주소:  경기도 이천시 남천로 31 (중리동)",,,,,
경기,이천시,이천시니어클럽,"우편번호:  (173-65)
주소: 
도로명주소:  경기도 이천시 영창로163번길 28 (창전동)",,,,,
경기,성남시,인지어스 유한회사 성남지사,"우편번호:  (133-26)
주소: 
도로명주소:  경기도 성남시 수정구 산성대로 95 (수진동)",,,,,
경기,고양시,일산노인종합복지관,"우편번호:  (410-904)
주소:  경기 고양시 일산동구 호수로 731
도로명주소:  경기도 고양시 일산동구장항동 호수로 731",,,,,
경기,고양시,주식회사 명은커리어,"우편번호:  (104-02)
주소: 
도로명주소:  경기도 고양시 일산동구 정발산로 43-20 (장항동)",,,,,
경기,성남시,중원노인종합복지관,"우편번호:  (462-080)
주소:  경기 성남시 중원구 성남동 3440번지
도로명주소:  경기도 성남시 중원구 제일로 35번길 51",,,,,
경기,포천시,책상없는학교,"우편번호:  (111-39)
주소: 
도로명주소:  경기도 포천시 신북면 호국로 2064",,,,,
경기,광명시,철산종합사회복지관,"우편번호:  (142-14)
주소:  경기도 광명시 철산동 158 철산종합사회복지관
도로명주소:  경기도 광명시 연서일로 4-3 (철산동)",,,,,
경기,성남시,청솔종합사회복지관 부설 성남시실버인력뱅크,"우편번호:  (136-17)
주소:  경기도 성남시 분당구 금곡동 126 청솔마을주공6단지아파트
도로명주소:  경기도 성남시 분당구 미금로 246 (금곡동, 청솔마을주공6단지아파트)",,,,,
경기,파주시,파주상공회의소,"우편번호:  (109-15)
주소: 
도로명주소:  경기도 파주시 금빛로 15 (금촌동)",,,,,
경기,파주시,파주시노인복지관,"우편번호:  (109-34)
주소:  경기도 파주시 가나무로 130
도로명주소:  경기도 파주시 가나무로 130",,,,,
경기,파주시,파주시니어클럽,"우편번호:  (109-30)
주소:  경기도 파주시 금촌동 329-355 금촌역
도로명주소:  경기도 파주시 새꽃로 193 (금촌동)",,,,,
경기,파주시,파주시문산종합사회복지관,"우편번호:  (108-13)
주소:  경기도 파주시 문산읍 선유리 1402 문산행복센터
도로명주소:  경기도 파주시 문산읍 통일로 1680",,,,,
경기,파주시,파주시은빛사랑채,"우편번호:  (413-874)
주소:  경기 파주시법원읍 대능리
도로명주소:  파주시 술이홀로 832",,,,,
경기,파주시,파주시청 복지정책국 노인장애인과,"우편번호:  (413-803)
주소:  경기 파주시 아동동 215
도로명주소:  경기도 파주시 시청로 50",,,,,
경기,성남시,판교노인종합복지관,"우편번호:  (135-31)
주소: 
도로명주소:  경기도 성남시 분당구 판교역로 99 (백현동)",,,,,
경기,수원시,팔달노인복지관,"우편번호:  (162-53)
주소: 
도로명주소:  경기도 수원시 팔달구 수원천로 343 (북수동)",,,,,
경기,평택시,팽성노인복지관,"우편번호:  (451-803)
주소:  경기 평택시 팽성읍 남산리
도로명주소:  경기도 평택시팽성읍 팽성남산4길",,,,,
경기,평택시,평택남부노인복지관,"우편번호:  (178-82)
주소:  경기도 평택시 비전동 805 남부복지타운
도로명주소:  경기도 평택시 평택5로 220 (비전동)",,,,,
경기,평택시,평택북부노인복지관,"우편번호:  (177-30)
주소:  경기도 평택시 서정동 산12 송탄 보건소
도로명주소:  경기도 평택시 서정로 295 (서정동)",,,,,
경기,평택시,평택서부노인복지관,"우편번호:  (451-884)
주소:  경기 평택시안중읍 안중리
도로명주소:  경기도 평택시안중읍 안현로 400",,,,,
경기,평택시,평택시니어클럽,"우편번호:  (178-77)
주소: 
도로명주소:  경기도 평택시 소사1길 33 (소사동)",,,,,
경기,평택시,평택시청 사회복지국 노인장애인과,"우편번호:  (179-01)
주소:  경기도 평택시 비전동 846 평택시청
도로명주소:  경기도 평택시 경기대로 245 (비전동)",,,,,
경기,포천시,포천노인복지센터,"우편번호:  (487-060)
주소:  경기도 포천시 자작동
도로명주소:  경기도 포천시 자작동 자작로",,,,,
경기,포천시,포천시노인복지관 실버인력뱅크,"우편번호:  (487-873)
주소:  경기 포천시 군내면 하성북리 520-1번지
도로명주소:  경기도 포천시 군내면 청성로 5",,,,,
경기,포천시,포천시청 복지환경국 노인장애인과,"우편번호:  (487-701)
주소:  경기 포천시 신읍동 58-2
도로명주소:  경기도 포천시 중앙로 87 포천시청",,,,,
경기,하남시,하남시니어클럽,"우편번호:  (129-69)
주소: 
도로명주소:  경기도 하남시 신장로154번길 20(덕풍동)",,,,,
경기,하남시,하남시미사강변종합사회복지관,"우편번호:  (134-100)
주소:  서울 강동구 강일동
도로명주소:  아리수로565",,,,,
경기,하남시,하남시종합사회복지관,"우편번호:  (129-47)
주소:  경기도 하남시 신장동 521-5 종합사회복지관
도로명주소:  경기도 하남시 덕풍천서로 9 (신장동)",,,,,
경기,광명시,하안종합사회복지관,"우편번호:  (143-07)
주소:  경기도 광명시 하안동 200 하안13단지고층주공아파트
도로명주소:  경기도 광명시 하안로 238 (하안동, 하안13단지고층주공아파트)",,,,,
경기,고양시,한국예탁결제원시니어직능클럽,"우편번호:  (410-726)
주소:  경기도 고양시 일산동구 호수로 358-8
도로명주소:  경기도 고양시 일산동구백석동 호수로",,,,,
경기,광명시,한국지역복지봉사회,"우편번호:  (143-16)
주소: 
도로명주소:  경기도 광명시 소하로 88 (소하동)",,,,,
경기,남양주시,해피누리노인복지관,"우편번호:  (121-48)
주소: 
도로명주소:  경기도 남양주시 늘을2로 67 (호평동)",,,,,
경기,화성시,화성상공회의소,"우편번호:  (185-90)
주소: 
도로명주소:  경기도 화성시 향남읍 토성로 14",,,,,
경기,화성시,화성시나래울종합사회복지관,"우편번호:  (184-27)
주소: 
도로명주소:  경기도 화성시 여울로2길 33 (능동)",,,,,
경기,화성시,화성시남부노인복지관,"우편번호:  (185-90)
주소:  경기도 화성시 향남읍 행정리 29-2
도로명주소:  경기도 화성시 향남읍 토성로 37-22",,,,,
경기,화성시,화성시니어클럽,"우편번호:  (183-09)
주소:  경기도 화성시 봉담읍 상리 713
도로명주소:  경기도 화성시 봉담읍 상리3길 38",,,,,
경기,화성시,화성시동탄노인복지관,"우편번호:  (185-01)
주소:  경기도 화성시 산척동 242-7
도로명주소:  경기도 화성시 동탄대로8길 36 (산척동)",,,,,
경기,화성시,화성시서부노인복지관,"우편번호:  (182-74)
주소: 
도로명주소:  경기도 화성시 남양읍 시청로 155",,,,,
경기,성남시,황송노인종합복지관,"우편번호:  (132-08)
주소:  경기도 성남시 중원구 상대원동 279-7
도로명주소:  경기도 성남시 중원구 금상로 132 (상대원동)",,,,,
경기,고양시,효샘재가노인지원서비스센터,"우편번호:  (105-08)
주소:  경기도 고양시 덕양구 토당동 295-2
도로명주소:  경기도 고양시 덕양구 토당로104번길 18(토당동)",,,,,
경남,창원시,(사)경남경영자총협회,"우편번호:  (514-39)
주소: 
도로명주소:  경상남도 창원시 의창구 중앙대로228번길 6 (신월동)",,,,,
경남,창원시,(사)경남고용복지센터,"우편번호:  (514-11)
주소: 
도로명주소:  경상남도 창원시 의창구 원이대로 450 (두대동)",,,,,
경남,밀양시,(사)경남시각장애인복지연합회 밀양지회,"우편번호:  (627-801)
주소:  경남 밀양시가곡동
도로명주소:  경상남도 밀양시가곡동 가곡15길",,,,,
경남,창원시,(사)벤처기업협회 경남지회,"우편번호:  (514-39)
주소: 
도로명주소:  경상남도 창원시 성산구 창이대로532번길 50(신월동)",,,,,
경남,창원시,(사)중소기업기술혁신협회 경남지회,"우편번호:  (641-465)
주소:  경상남도 창원시 의 창원대로532번길 50 (신월동)
도로명주소: ",,,,,
경남,창원시,(주)누리,"우편번호:  (514-29)
주소: 
도로명주소:  경상남도 창원시 성산구 창이대로460번길 21-1(용호동)",,,,,
경남,양산시,(주)잡인피플컨설팅 양산지사,"우편번호:  (506-18)
주소: 
도로명주소:  경상남도 양산시 중앙로 164 (북부동)",,,,,
경남,진주시,(주)제이엠커리어 진주지사,"우편번호:  (527-25)
주소: 
도로명주소:  경상남도 진주시 진주대로 888 (칠암동)",,,,,
경남,창원시,(주)제이엠커리어 창원지사,"우편번호:  (515-35)
주소: 
도로명주소:  경상남도 창원시 성산구 창원대로 754 (외동)",,,,,
경남,거제시,거제YWCA,"우편번호:  (533-10)
주소:  경상남도 거제시 아주동 290 근로자복지회관
도로명주소:  경상남도 거제시 탑곡로 75 (아주동)",,,,,
경남,거제시,거제시니어클럽,"우편번호:  (532-66)
주소: 
도로명주소:  경상남도 거제시 장평로6길 11 (장평동)",,,,,
경남,거제시,거제시여성인력개발센터,"우편번호:  (532-57)
주소:  경남 거제시 고현동 769-1
도로명주소:  경남 거제시고현동 계룡로13길 6 (고현동)",,,,,
경남,거제시,거제시종합사회복지관,"우편번호:  (656-806)
주소:  경남 거제시 양정동 1∼986
도로명주소:  경남 거제시 양정1길 45번지",,,,,
경남,거제시,거제시청 노인장애인과,"우편번호:  (656-720)
주소:  경남 거제시고현동
도로명주소:  경남 거제시 계룡로 125(고현동)",,,,,
경남,거창군,거창군 삶의 쉼터,"우편번호:  (501-41)
주소:  경상남도 거창군 거창읍 송정리 941-1 거창군삶의쉼터
도로명주소:  경상남도 거창군 거창읍 거안로 1266-41",,,,,
경남,거창군,거창군사회복지협의회,"우편번호:  (501-10)
주소: 
도로명주소:  경상남도 거창군 마리면 거안로 1029",,,,,
경남,거창군,거창군청 행복나눔과,"우편번호:  (670-807)
주소:  경남 거창군거창읍 상림리
도로명주소:  경상남도 거창군거창읍 중앙로 103 거창군청",,,,,
경남,거창군,거창시니어클럽,"우편번호:  (501-47)
주소:  경상남도 거창군 거창읍 정장리 967-8
도로명주소:  경상남도 거창군 거창읍 수남로 2117",,,,,
경남,고성군,경남돌봄지원센터,"우편번호:  (529-42)
주소:  경상남도 고성군 고성읍 서외리 48-3
도로명주소:  경상남도 고성군 고성읍 남포로140번길 7-21",,,,,
경남,양산시,경남실버종합물류 주식회사,"우편번호:  (506-15)
주소:  경상남도 양산시 물금읍 증산리 1416
도로명주소:  경상남도 양산시 물금읍 제방로 229",,,,,
경남,창원시,경남종합사회복지관,"우편번호:  (513-51)
주소:  경상남도 창원시 마산회원구 구암동 31 경남종합사회복지관
도로명주소:  경상남도 창원시 마산회원구 팔용로 272 (구암동)",,,,,
